Student_ID,Age,Gender,Ethnicity,Socioeconomic_Status,Parental_Education_Level,Disability_Status,GPA,Past_Academic_Performance,Current_Semester_Performance,Courses_Failed,Credits_Completed,Study_Hours_per_Week,Attendance_Rate,Number_of_Late_Submissions,Class_Participation_Score,Online_Learning_Hours,Library_Usage_Hours,Disciplinary_Actions,Social_Engagement_Score,Mental_Health_Score,Extracurricular_Activities,Dropout_Risk
497,26,Male,White,High,High School,0,1.87,Average,96,3,110,25,87.21684214108501,6,5.052553902509103,7.6337661149799185,7.747686939368619,2,1.9200977652359452,6.6230209061565715,0,0
498,29,Female,White,Medium,Master’s,0,1.9,Average,72,3,29,37,86.97932448391245,8,2.47344671143344,6.381999264737113,7.263795843450326,0,2.8757174889192836,2.052222149580323,2,0
499,22,Male,Asian,Medium,PhD,0,3.48,Average,78,4,12,31,62.38094435994528,2,4.013480042385181,17.056691463709544,6.644873079844774,0,9.828385480194383,7.933704730401459,3,0
500,18,Female,Other,Medium,High School,0,3.04,Below Average,71,0,46,39,91.67698157718868,0,7.1886407288381085,4.401900805485406,4.535156427585133,0,3.735485541413044,8.793693581507384,0,0
501,21,Female,Hispanic,High,High School,0,1.61,Above Average,50,4,99,20,70.25510635235602,1,8.760328715212651,3.6049207462228616,14.799580797204586,2,7.837223574338923,9.502631112555337,3,0
502,22,Male,Black,Medium,Master’s,0,3.06,Average,78,4,24,32,98.09969549334113,0,4.350909266995243,0.3121487331052175,4.079809844750722,0,4.468154684192544,6.980292666157524,4,0
503,29,Male,Hispanic,Medium,Master’s,0,2.27,Average,97,2,60,38,54.07138443534677,4,5.3538095538206125,4.211555640583735,7.350603096608428,1,8.640959241006103,5.338134036030738,4,0
504,27,Male,Hispanic,High,Bachelor’s,0,2.42,Average,54,0,57,5,71.7920184436363,9,9.317829932762532,10.370628666334166,6.073396452345994,2,7.03753508161509,4.170529726352192,2,0
505,27,Male,Other,Low,High School,0,3.42,Average,84,3,17,35,77.79202438417494,1,1.0749863710942908,10.770177460282271,2.5537413894261314,0,0.2291005989115935,5.418325845876977,2,0
506,22,Female,Hispanic,High,High School,0,3.53,Above Average,59,1,22,37,70.25781035430825,2,8.62299216974124,5.088409823910687,3.0392822868791787,2,2.9438988593923723,2.7131700552428217,4,0
507,24,Male,Hispanic,Low,Bachelor’s,0,2.5,Average,68,3,57,37,60.52895952524717,7,1.5930748225193592,1.445483400823997,13.774541130146593,2,5.579923148934524,4.135803830101837,1,0
508,21,Male,White,Medium,High School,0,3.87,Average,86,4,12,22,79.6494244391255,9,4.8386135029062025,14.892815926904124,12.874195842839327,0,9.261740440697539,7.46137472351048,4,0
509,18,Male,Other,Medium,High School,0,2.52,Above Average,56,0,74,27,87.79589573125688,4,2.1842312866305957,15.159506971245996,2.9856645873052856,2,1.0202989464149037,2.9568067402079183,0,0
510,22,Female,Asian,High,Bachelor’s,0,3.43,Average,95,0,82,27,82.24192980100983,3,6.029476306906042,19.95672792583123,13.134939358642704,0,6.01162537711067,3.376604221062985,3,0
511,24,Male,Black,High,High School,0,2.71,Below Average,84,0,40,19,61.72244244040198,4,5.585734217082661,18.000591410694355,3.137791951212638,0,3.0217673141265755,7.743954301370638,4,0
512,27,Male,Hispanic,Medium,Bachelor’s,0,3.74,Below Average,94,2,114,30,86.5803972184262,9,3.8000736424075185,18.52124129035285,9.398194826215457,0,8.893277820194402,2.6005234224449874,4,0
513,27,Male,Black,Medium,High School,1,3.77,Above Average,62,3,35,34,62.844890302228166,5,8.633035148451244,15.964076514878837,1.2192078498104069,2,7.651696096585132,3.2129882782603993,3,0
514,23,Male,Asian,Medium,High School,0,1.72,Average,59,2,90,29,58.760118146202004,6,6.598133202880598,12.310057067649982,13.205544393886774,2,3.6970272200928536,1.157928065403853,3,0
515,22,Female,Black,High,Bachelor’s,1,3.84,Average,51,1,65,20,84.5334007719361,8,7.212051249619437,2.5709191520902097,0.7725044919820045,0,1.6710316390861368,7.480464395815961,0,0
516,21,Male,Asian,Medium,High School,0,3.56,Average,55,4,43,18,92.13936230569645,0,1.5065973820766854,12.446265949117555,8.32414333876705,2,0.11497972397297773,6.561132090097905,3,0
517,19,Male,White,Medium,PhD,0,3.48,Below Average,57,2,18,21,74.07697238482872,3,8.831656779756177,1.1191172082925327,11.695672877705775,0,6.211344506719487,7.249469072603872,2,0
518,21,Female,Hispanic,Low,Bachelor’s,0,2.0,Average,85,2,71,16,76.56958965692189,8,1.670401636200184,17.705982225423845,1.752521046160218,1,4.061238076312438,2.9289498575798185,4,0
519,27,Female,Asian,Medium,High School,0,3.51,Below Average,74,4,22,33,65.13737852356162,4,2.227849642099602,9.636426708283949,6.0672040125028275,2,3.147564928607691,7.186387516550843,3,0
520,27,Male,Black,Medium,Bachelor’s,0,3.63,Average,93,0,78,36,74.73090075550161,7,1.2805513849688044,13.949456639516004,0.6292522723507515,2,9.855022916368355,6.36738955923931,0,0
521,20,Female,Hispanic,Medium,High School,0,2.22,Average,96,4,50,28,56.59914990062036,0,4.403592079688155,1.04487327391928,10.241288660099388,1,4.661421355603151,4.29510681299803,3,0
522,27,Female,White,Low,Master’s,0,3.88,Average,89,3,86,17,97.7915414841495,3,8.877092317523097,10.684968458456508,4.611743924420279,1,7.498392836454242,4.940432304709642,4,0
523,18,Male,Hispanic,High,High School,0,1.62,Average,56,4,10,24,90.01803268282981,8,2.524475196098596,6.025267957067251,8.39092866957705,1,1.7741241725123624,6.111284529460673,1,0
524,25,Female,Asian,Low,Bachelor’s,0,1.87,Above Average,95,0,98,19,83.39865304110924,0,3.737534204229532,5.699365314744913,13.990984056305425,0,0.13455257741813775,5.43962958478801,3,0
525,22,Female,White,Medium,High School,0,2.84,Average,72,4,56,8,76.90971858422014,0,8.46066420075422,7.79311829406365,4.587871619922636,0,4.175626194480159,6.77645259372434,2,0
526,21,Male,Black,High,Bachelor’s,0,2.94,Below Average,68,2,13,38,89.60845681139823,3,6.178152797588892,0.012789217210698034,0.7294120745291655,1,6.656648349426617,2.6288161984539564,4,0
527,25,Male,White,Medium,Master’s,1,3.11,Below Average,95,1,109,32,74.73786197929022,2,7.516163936462768,9.33321763440347,10.134416515480506,0,5.065986961834595,5.866389594245772,0,0
528,24,Male,White,Low,Master’s,0,1.54,Average,71,2,72,6,64.99869540772663,6,2.140000494361148,9.731333672158765,11.802617017712512,2,8.90466257624391,5.052515345780867,4,0
529,19,Female,Other,Medium,High School,0,3.9,Above Average,62,1,61,34,58.0187117583336,2,7.1648986333257545,17.262618316781282,14.36802839816364,1,4.3397935118716475,5.149184446125984,1,0
530,18,Other,White,High,High School,0,1.61,Above Average,70,4,19,30,82.37927944009036,0,2.276105786417725,8.970512157649647,2.367013155384987,2,3.110028131530912,5.224438455243358,0,0
531,29,Female,White,Medium,Master’s,0,1.86,Above Average,50,3,37,30,96.4712872513257,9,9.87313982210661,7.271125877353457,5.882098876742247,0,9.160486762076435,8.933247674400855,1,0
532,28,Male,Hispanic,High,Master’s,0,1.54,Average,68,4,15,24,57.68092767521756,1,5.598861561267373,19.894941027249267,12.662106900382122,1,4.068022786343809,8.36764697022954,1,0
533,21,Female,Black,Low,High School,0,2.92,Average,82,0,36,32,59.00090225254034,9,6.95639258043137,11.424266492049926,12.103070899033192,0,2.6964786163961163,6.666129650534831,2,0
534,25,Female,Hispanic,Medium,Bachelor’s,0,3.83,Average,53,4,21,24,71.68030167047675,3,1.1840158414150281,9.452264172682789,9.371935610007936,2,0.976610768100804,7.448382420421319,3,0
535,29,Male,Hispanic,Medium,High School,0,3.16,Below Average,91,1,71,15,90.34496739598444,0,2.5065598004156953,9.918716690967589,4.040528178040409,0,7.933097732158209,1.3852237246129597,2,0
536,19,Male,Asian,High,Master’s,0,3.56,Below Average,52,2,61,14,64.69613644857523,0,1.3974065956435433,16.1836259501761,4.260529359761664,2,8.250914607978432,7.6959254744170185,2,0
537,20,Female,Hispanic,Low,High School,1,1.53,Above Average,76,3,57,27,62.69564623350141,7,3.901707152717231,6.813527379403217,1.8600449193621382,0,0.3329778356517199,5.375482196082838,2,0
538,29,Male,Other,High,High School,0,2.86,Below Average,90,4,76,23,80.9983145731417,6,2.8413586420539847,7.783209253718912,13.827805106788645,2,3.586455984015248,3.8597280809331482,0,0
539,18,Female,Other,Medium,Bachelor’s,0,2.65,Below Average,84,4,55,22,76.78073909371659,7,7.3292225963056925,15.117467186749307,2.59397271959168,0,7.498764545979597,2.2579926934432866,3,0
540,18,Male,Asian,Medium,High School,0,2.75,Below Average,77,2,106,31,53.01101822226181,3,1.0870897962815118,1.4596747922753894,8.593299017698596,1,9.463818474880538,1.6768791131679261,3,0
541,20,Male,Black,Low,Bachelor’s,0,1.68,Above Average,55,3,83,10,54.07449886546382,5,7.520593684503682,17.303383162865174,8.765271254731694,1,3.77818283844905,1.4039711694705082,0,1
542,28,Male,Black,High,Bachelor’s,0,3.21,Average,55,4,104,14,82.15064900923831,2,0.45704824638587493,8.604053929359399,5.544081617929033,0,8.720534313794936,2.456165574012167,2,0
543,22,Male,Hispanic,Low,High School,0,2.76,Average,93,4,24,6,73.25617995738898,7,2.0201783732239242,11.625859510112967,5.287776915081827,2,3.937204065321951,1.2712941531796749,2,0
544,29,Female,Hispanic,Medium,High School,0,3.41,Above Average,72,1,80,28,98.54885957945734,3,7.919649919646029,15.149523185196703,10.028826278374195,0,1.7949462724264809,7.593780181982689,1,0
545,20,Male,Hispanic,Low,Bachelor’s,0,2.71,Average,82,1,45,32,83.92657053650323,2,7.427766411078949,5.321038448786897,5.8244666692280855,1,0.03446143776869692,3.2375270711956574,1,0
546,18,Female,Black,High,High School,0,1.87,Average,65,0,23,32,50.50368309966157,3,4.763261139188634,17.806284166413022,3.8267309000700105,2,3.3018102315287976,4.318663842388082,4,0
547,18,Female,White,Medium,Bachelor’s,0,3.12,Below Average,73,2,87,6,74.0509389900231,5,0.4998271507755181,19.584499445132217,5.986975536000464,0,3.7847505072737153,8.404445924342946,1,0
548,25,Female,Other,Medium,Master’s,0,1.93,Below Average,54,3,12,9,70.72239675177397,6,6.098937416692993,9.885487228122491,12.11493116498319,0,9.451175288873362,2.031917468721316,3,0
549,27,Male,White,Low,Bachelor’s,0,3.68,Above Average,90,4,119,15,55.33569299968843,6,4.067241039740984,18.738747300653465,14.497176826967785,2,2.0607025242062282,8.520346272125915,0,0
550,28,Female,White,Medium,High School,0,3.03,Average,91,4,76,14,96.1604417936095,3,3.1652815019796976,0.022572450539655176,9.539253456807671,0,3.822307080175047,6.755863154952593,2,0
551,29,Female,Black,Medium,High School,0,1.89,Average,62,0,95,6,90.25056495408617,7,6.404106368265342,17.884756592710566,11.731518382261596,1,0.2515412982311316,4.078265631441427,4,0
552,29,Male,White,High,High School,0,3.91,Average,96,4,28,19,61.504295421000094,6,4.366145622017264,6.220906395026111,7.992372919689153,1,7.635397350913864,2.0602649176091585,1,0
553,19,Male,Asian,High,High School,0,2.8,Average,61,2,108,11,62.79903794214986,1,0.9242110045317864,6.229908494552038,9.372347131401567,2,9.151412362549866,1.8234342760682123,4,0
554,20,Female,Hispanic,Low,Bachelor’s,0,1.68,Below Average,54,0,85,24,51.60090266597255,7,9.159504705123444,4.561777295398787,14.821299851048398,0,2.378206472764919,4.019629114713886,0,0
555,19,Other,Asian,Medium,Bachelor’s,0,3.07,Below Average,86,2,63,38,64.83587257895205,8,7.78493099453379,6.340278023018038,6.5762829705286725,0,4.289951106401645,2.2630777544624125,0,0
556,20,Male,Other,Low,High School,0,2.13,Below Average,80,0,78,39,79.23110044566768,4,0.5637819129055244,4.2696916739727016,0.9938204543129991,1,1.22112621365994,3.409392668277473,4,0
557,24,Female,Hispanic,Medium,High School,0,3.51,Below Average,77,4,19,38,71.04216941933342,3,5.250638701906956,18.117382126199434,14.35510376729032,2,4.568354303128908,1.4766022040619209,4,0
558,18,Female,White,Low,High School,0,3.54,Above Average,77,0,114,26,98.46277318598405,3,0.833775628986283,17.980474544267327,11.895925813553214,2,1.333424636440954,6.35507579527029,4,0
559,27,Female,Other,Medium,Bachelor’s,0,3.95,Below Average,79,1,42,35,52.80400846318354,3,8.37289859058485,2.0442262984124504,5.97465551795357,2,5.233484944191521,2.3074850525842403,2,0
560,25,Other,Hispanic,Medium,High School,0,2.75,Below Average,67,3,22,27,79.57150794495053,5,6.130139610519718,2.8571685773298494,14.735925804341532,1,7.346220404322331,7.810590818130644,3,0
561,27,Female,White,Medium,Bachelor’s,0,2.64,Average,93,4,108,23,92.9154720253524,3,1.7244913357306846,17.24037278021333,5.183036255229393,1,5.533427748141682,2.963574786501749,1,0
562,27,Male,Asian,Medium,High School,0,3.38,Above Average,76,3,60,8,74.03704562048613,6,0.2074134280620077,7.978755417454919,5.581802940120431,2,2.4521957838737594,8.181789214043672,1,0
563,27,Male,Hispanic,Medium,Master’s,0,1.83,Below Average,84,4,41,28,50.14813602801984,6,0.3158101214642062,3.3854335467855656,9.145970297848812,2,3.537959854689051,2.7089378760328096,1,1
564,19,Male,White,Medium,Master’s,0,2.87,Below Average,75,3,84,24,62.14007499131376,4,5.073654720648298,10.213388048731344,4.11521079233035,0,6.385727377056324,7.492299073311687,4,0
565,20,Female,Asian,Low,High School,0,2.87,Average,88,1,111,32,66.18844878339831,4,7.3437347867677385,8.3333609984019,10.47857227696099,0,5.897554177893252,3.997672116626776,4,0
566,26,Female,Other,Medium,High School,0,1.72,Average,98,3,33,21,98.29972472787313,9,1.2084045133395915,4.383231074759304,2.2927545592575886,2,1.3677478812133348,6.248079954001075,4,0
567,24,Male,Other,Low,Bachelor’s,0,2.54,Average,67,0,44,23,95.58866409193497,7,2.2128406591495753,14.415044365552687,1.6203797903723027,1,8.449494735661027,1.3479563288956458,2,0
568,21,Female,Other,Medium,High School,0,3.63,Above Average,82,3,92,39,97.45852525538152,6,3.2725994516953225,12.625786246654618,8.023170113462333,1,4.751889122470154,5.457199909188317,2,0
569,27,Female,Other,Medium,Bachelor’s,1,3.64,Above Average,74,4,79,36,91.28792288084841,6,2.18076782061153,1.9932322711088113,8.332405235916017,0,1.6236922452639302,2.338191052318569,2,0
570,22,Female,Black,Medium,Master’s,0,1.75,Average,80,2,49,39,67.58238670569521,5,3.9133656268715864,18.50773428650685,1.5998260444453594,2,1.2282654257472925,5.3768820452412385,2,0
571,19,Male,Hispanic,Low,Bachelor’s,1,1.73,Average,86,3,63,34,95.29382110481004,6,5.596150057650762,11.169399314601382,14.462643916967266,1,9.655517746451302,2.272232177975347,0,0
572,28,Female,Hispanic,Medium,Master’s,0,2.16,Average,51,3,118,21,99.08422529685244,6,6.849367482413093,5.004089741270836,8.599299864106257,1,2.81535111173546,4.9338020812543375,2,0
573,25,Male,Black,High,High School,0,3.69,Below Average,82,3,53,33,67.50356561374764,9,9.637751822072286,4.12583630144727,2.2655248874538914,1,9.08593587916376,1.9955873820905952,2,0
574,21,Male,White,Medium,High School,0,1.82,Above Average,88,4,71,10,63.02779829932245,1,9.308436696831945,2.718959627444031,4.671637864984485,1,4.1058529876893886,2.979563659608662,2,1
575,26,Male,White,Medium,Bachelor’s,0,3.3,Average,92,3,115,21,77.34581463911107,9,5.701269748289145,8.492748127807015,12.00351320899744,0,3.8592143045319025,6.3557104195346925,1,0
576,22,Male,Other,Medium,High School,0,1.75,Below Average,92,4,108,21,59.3576096299465,1,7.341500564563547,2.7108202618167354,7.848472917982978,1,7.00928969649432,9.78994573489128,1,0
577,26,Male,Asian,Low,Bachelor’s,0,3.06,Average,81,4,77,18,51.63121107031901,9,9.50872204625428,8.316328251904523,2.822225228198334,1,0.09883287775461436,5.042662915527748,1,0
578,21,Female,White,Medium,High School,0,2.39,Below Average,67,2,42,28,97.29155855579349,6,0.8347194454140483,2.9754085646823536,1.5427345809270716,2,3.380895216303905,7.184563233485522,3,0
579,27,Male,Asian,Medium,High School,0,3.47,Average,66,0,86,36,96.28703162207097,9,0.056347598614291394,13.136150430477787,6.461616183562272,2,3.026457121918089,5.854822039399377,0,0
580,22,Female,Hispanic,Low,PhD,0,2.08,Average,83,4,65,18,58.132692688106054,6,0.2979976372958326,15.704840433727165,5.061220630296513,0,8.680980942840463,5.48522140864994,4,0
581,26,Male,Asian,Low,High School,0,3.1,Average,88,1,45,31,70.38701234648597,6,5.633493623729638,10.990454950455174,9.838760287229602,0,5.291235390207833,1.5823377715586606,2,0
582,25,Female,Hispanic,Low,PhD,0,2.09,Above Average,56,3,63,23,91.55181566363427,4,7.628334253025342,13.601137497097946,13.87870480426748,0,3.645701572242519,2.298676620477515,1,0
583,20,Other,Black,Medium,PhD,0,3.28,Below Average,91,1,116,35,83.05001494104265,0,3.670749507450346,18.76757474168122,3.715954286612382,0,2.660793102997181,8.947519563093106,0,0
584,18,Male,Black,High,Bachelor’s,1,3.68,Average,84,3,28,13,69.7393754585357,1,5.452391747276186,12.767430591412158,12.828508999242677,1,5.905098088106291,4.69147883537623,2,0
585,20,Male,Other,Low,Bachelor’s,0,1.82,Average,79,2,52,21,87.20854985914096,8,5.163663185485369,7.283163963677652,13.806929676678008,2,1.5167314054336467,6.528992289263119,3,0
586,21,Male,White,Medium,Bachelor’s,1,3.67,Average,61,4,21,23,94.85236941050954,7,0.9477089159201957,8.98960317349831,13.530038992048523,1,2.462047685087816,5.7540990944346255,4,0
587,19,Female,Other,Low,Master’s,0,2.98,Average,84,0,20,8,96.30791652629341,7,3.21588264224049,17.21050452144074,14.28115994918153,1,2.9361216506474976,4.409941415961113,2,0
588,18,Female,Hispanic,High,High School,0,1.82,Average,60,4,79,15,68.94248059610945,9,0.19435155182301989,2.614406379001928,12.631629331939129,1,6.07908947606941,4.49034888349838,4,0
589,24,Male,Other,Low,Bachelor’s,0,2.57,Average,93,3,21,26,58.678034003640946,0,1.1070568880651088,6.514740449008654,8.902290080950053,2,3.732549590164754,5.999185053178055,2,0
590,25,Female,Asian,Medium,Bachelor’s,0,1.9,Below Average,53,0,100,8,95.64194290969876,5,8.118582229097779,11.545601379409682,6.147691480653629,0,5.057833001200494,2.2702762132816927,3,0
591,24,Male,Hispanic,Medium,Bachelor’s,0,3.25,Above Average,74,4,50,21,54.627772293051414,8,8.294134972483189,13.527791388168689,7.375316790506569,0,6.504382637665866,4.485331362289906,0,0
592,22,Male,Black,Medium,Bachelor’s,0,3.4,Average,97,0,34,12,86.08441956140818,7,8.019463200450698,15.269981508634105,13.08918262316378,2,9.562716008076872,5.022780124624652,4,0
593,29,Female,White,Medium,High School,0,1.76,Average,81,3,115,38,57.02486574304008,2,7.268186409522366,6.364135919921743,4.5209756612577365,2,7.648373971027524,9.866136013085118,4,0
594,18,Male,Hispanic,Medium,Bachelor’s,0,2.77,Below Average,69,2,12,15,69.46934273338461,3,7.933128463999017,2.917182680183006,2.388925415116416,0,4.052567805721077,4.16309292357146,0,0
595,24,Female,Hispanic,Medium,Master’s,0,3.54,Below Average,99,2,12,35,70.57778732725137,2,6.709823412695184,19.096784193531196,2.1122882720069276,1,7.482753743972568,6.8012100629278205,4,0
596,24,Male,Asian,Low,High School,0,3.84,Average,80,4,93,15,57.93789575560417,5,6.698333388162886,1.5278443426407895,12.404919148575006,0,9.496941809192126,2.2367394984382134,1,0
597,26,Other,White,Low,Master’s,0,2.78,Above Average,53,1,37,25,96.1340717003306,8,6.673617974918081,1.9161071157377085,11.422285294951466,2,4.993805456541248,1.589332436471972,0,0
598,20,Male,Black,Medium,Bachelor’s,0,3.88,Average,87,3,32,34,50.13340840046431,7,5.140427896782041,9.898850838039376,7.464680115695122,0,4.104969331228897,8.843878126011074,3,0
599,26,Male,Hispanic,Low,Master’s,0,2.84,Above Average,96,4,57,14,94.69042716083153,9,3.6334723346484443,16.385420562871968,4.123071421382297,0,0.7801869900073655,7.576614121651178,2,0
600,18,Female,Hispanic,Low,Bachelor’s,0,2.49,Average,50,4,76,30,94.19146617377427,3,7.30195266161555,15.490082127106534,10.164197633139171,0,8.923703706508622,3.8574935883511214,2,0
601,18,Male,Asian,Medium,Bachelor’s,0,3.62,Average,52,2,51,31,65.84818268490008,1,2.986460135867416,18.753985323881835,0.5764964614870471,2,2.464342807936556,5.5412020260750605,0,0
602,21,Other,Other,High,High School,0,2.73,Below Average,86,0,97,12,85.21421349396377,7,5.429021314776192,2.832051512259768,8.52341723499992,2,0.6395789681913955,2.221697660066547,1,0
603,26,Female,Black,Medium,Master’s,0,2.68,Above Average,71,3,116,12,62.64044556491578,7,4.333556202178813,7.514545141248721,5.976377531091955,0,5.37203486591083,7.364442645827742,3,0
604,23,Female,White,Low,High School,0,2.73,Below Average,66,0,49,12,87.93867811269692,5,2.766222770937011,5.6428425744342015,14.667894507179527,0,8.458996459615252,1.6329753287869506,2,0
605,28,Female,Hispanic,Low,Master’s,0,3.62,Above Average,63,3,15,38,78.05598708938717,7,9.746899204524633,17.21740247109344,7.61340373665789,1,4.066350556230525,7.813297512470817,2,0
606,20,Female,Hispanic,High,PhD,0,3.58,Above Average,90,1,29,20,65.01127271238292,8,2.587516452018195,9.767092405624007,8.284016286754017,1,7.830674701590162,5.92152859242988,1,0
607,18,Female,Black,Low,High School,1,2.51,Above Average,84,2,20,17,70.01173768188272,0,3.0929306372303,0.536958688313327,10.685439951642287,0,8.363960072839959,3.509654770780883,4,0
608,21,Female,Other,Low,High School,1,2.33,Average,62,1,105,27,84.49443661192018,8,1.6158750175806824,14.15928813676793,7.2680772168847,2,4.544035588198637,8.76316918655311,0,0
609,29,Female,Hispanic,Medium,Bachelor’s,0,2.73,Average,84,4,36,16,95.30487248218915,1,8.229806253142906,7.773961956532052,3.3685292891512715,1,5.9095506594047365,9.87464683304969,1,0
610,26,Male,Black,Medium,High School,0,2.93,Average,92,2,30,31,56.53632582836373,0,5.865894005544893,10.622935267420246,8.05916769822672,0,5.339122985389401,3.289141910778742,1,0
611,20,Male,Asian,Medium,Master’s,0,2.1,Below Average,51,4,117,26,78.56819848345785,7,6.130392564723857,17.87574854019996,14.164033063360806,1,9.391958616345015,8.256215346273393,1,0
612,29,Female,Other,Low,High School,0,3.48,Average,96,1,22,36,62.68645997285587,7,8.205614117990978,5.134755492656233,6.148664822527078,1,7.2550568509176125,7.7514968473881165,1,0
613,26,Male,White,Low,High School,0,2.72,Below Average,62,3,95,31,90.06861249377296,3,3.4291965862987936,4.8052935122435425,10.194614324995095,1,9.253428107701131,7.7247110899510245,4,0
614,24,Female,Hispanic,High,PhD,0,2.34,Average,65,4,44,6,53.51186529347405,7,1.9363342538021378,5.2638500836017865,14.670512833285274,2,2.200099780619719,9.615120503356245,3,0
615,29,Male,Black,Low,Bachelor’s,1,1.77,Below Average,67,0,56,37,84.44778950855849,6,1.9840536399390396,6.762159825194054,12.448834694752357,0,3.1023685183267045,5.379553830717931,1,0
616,21,Male,Asian,Medium,Master’s,0,2.1,Below Average,56,3,95,30,58.74730068455149,1,7.326198214622593,2.1470794929219927,9.885511996249855,2,0.7091347318006769,7.067512365009892,1,0
617,20,Female,White,Medium,High School,0,3.87,Average,94,3,37,32,79.81927092016146,4,6.141151544624474,13.94439321617179,11.039947324957716,2,4.999079566958077,8.414896272632237,0,0
618,27,Female,Black,Medium,Bachelor’s,0,2.26,Average,85,1,30,23,91.78462935963461,9,2.063388785820889,4.147974356582731,14.047248720256126,1,8.739236793859108,5.315828005387237,2,0
619,22,Male,Black,Medium,Bachelor’s,0,1.92,Average,90,1,119,9,87.75403310608398,3,1.4506539464042356,18.522914945411713,14.39628156600535,0,3.2684669713071566,5.332880825308053,4,0
620,22,Female,White,Low,Bachelor’s,0,2.65,Below Average,79,2,27,37,87.64714438418187,2,1.206873051619728,4.313726278197414,14.534521954829938,1,1.282821069493315,3.867892786606162,1,0
621,20,Female,Asian,Medium,Bachelor’s,1,2.27,Average,91,2,40,24,75.89226560934526,0,6.277986477030377,5.112840586175502,9.38462442303783,2,0.6844625492905299,8.027431415444207,3,0
622,29,Male,Asian,High,Bachelor’s,0,1.59,Below Average,90,0,69,34,94.53727959248607,4,0.0011864491085000761,5.940404576216327,5.770674747978548,2,4.475002725236545,7.175762017170009,3,0
623,26,Female,Other,High,Bachelor’s,0,2.31,Average,56,3,119,12,79.4052599120999,9,0.1831934260354373,15.37076194022832,1.997296934344499,0,1.6402174462876329,5.0602590955094495,3,0
624,21,Male,Hispanic,Low,High School,0,2.86,Average,64,0,46,21,95.87589842747853,7,3.895531356260953,8.552129748840596,5.783220020106043,2,3.461040288851035,4.77402991658863,0,0
625,28,Male,White,Low,Bachelor’s,0,2.88,Average,89,0,30,5,77.32612289162088,8,6.913498642761624,16.38669248061237,14.144331821034285,2,8.199798080824369,1.6533067885220678,3,0
626,22,Other,White,High,High School,0,2.39,Average,68,1,23,7,75.29827815100015,6,6.950393764974039,15.69707424711577,13.346956208885844,0,3.8404738275752437,1.0585103214557396,0,0
627,21,Male,White,Medium,Bachelor’s,0,2.62,Average,92,0,98,30,61.117650960515725,0,4.301182736076906,18.58980845534933,7.854894930943179,1,6.0987091825635575,5.76004569878659,4,0
628,22,Female,Asian,High,High School,0,3.91,Average,86,0,100,35,77.23933270151025,0,6.910736066045696,15.132083102081095,8.05510929890886,0,5.021600558228148,4.757435671164395,3,0
629,24,Female,Hispanic,Low,Bachelor’s,0,2.44,Average,51,4,113,12,57.02924156244485,0,5.210961795801254,1.0382233933812568,4.6338052439245425,2,7.185332929700364,8.164330839115879,2,0
630,26,Male,Other,Medium,Bachelor’s,0,2.15,Average,91,2,69,12,93.48451006297728,1,9.769314167973153,16.745625473981168,6.817618351057221,0,1.5616495898756877,5.883886506764093,1,0
631,24,Female,Black,Medium,High School,0,2.11,Average,97,2,32,39,83.79459443541467,0,1.6246021383683307,18.761451934108223,10.716727409090927,1,9.204410364836187,9.43035439044003,4,0
632,22,Female,Black,Medium,High School,0,2.64,Below Average,62,3,104,32,99.68177242464711,3,6.006672677056057,19.87378385099338,6.036460884716879,2,6.436327975500353,2.765267189748987,2,0
633,27,Male,White,Medium,High School,0,3.4,Average,89,2,38,8,54.60487138952615,9,4.912387759510036,2.5053518826493026,2.819758081140508,1,2.7095373158010725,9.911353063465357,4,0
634,27,Female,Hispanic,Low,Bachelor’s,0,2.01,Average,90,3,56,20,62.03363749226435,8,1.9446634465769441,12.265465386530693,8.112893682376166,1,1.2325370813805903,3.681272748808957,3,0
635,24,Female,Asian,Medium,Master’s,0,3.27,Average,92,4,39,17,93.85793021330696,3,7.499904321417034,3.989173317683188,3.38005367181492,0,1.4972556414619032,6.781815762159754,4,0
636,27,Female,Hispanic,Low,High School,0,1.55,Below Average,92,2,99,24,69.76270498844588,3,2.7550801993199525,5.25019281825198,14.614313340189002,1,7.826629268961081,5.516683422549862,4,0
637,22,Female,Hispanic,Medium,Bachelor’s,0,2.55,Below Average,80,4,93,9,73.31514949909487,6,3.8170981909354165,14.911686764457158,5.855098710179312,0,5.88110053312958,4.236187611243245,4,0
638,20,Male,Asian,High,High School,0,3.44,Above Average,65,2,47,24,93.03259436938085,8,3.7483056958753003,19.553354353981206,13.644974574136743,0,3.8075829071818337,2.2537826493890196,0,0
639,24,Female,White,Medium,Bachelor’s,0,2.35,Average,91,2,92,28,76.09116124749761,6,2.442044731879488,11.897110029260459,3.3833099490543646,1,3.3290084618688,2.213507363069905,2,0
640,28,Female,Hispanic,High,Master’s,0,2.91,Below Average,93,4,36,38,59.67379247071841,0,4.307053316984052,17.011689396444947,2.838135079586647,0,8.557580044005302,7.403552446403758,3,0
641,28,Female,Black,Low,High School,0,2.01,Average,55,0,98,38,94.60150577048904,0,4.733458809276183,0.17767607657655837,9.25351693559606,0,8.74762523781461,4.398772446786802,1,0
642,19,Female,Asian,Medium,Bachelor’s,0,3.35,Average,77,0,113,23,51.553082821151676,3,7.442216728093075,0.7326327969923851,11.69068617454981,1,5.812620384192929,9.651681767196484,3,0
